SessionNumber,SessionDuration,GameName,GameDuration
1,400.0,ASSESSMENT,102.0
1,400.0,CALIBRATION,57.0
1,400.0,PING-PONG,31.0
1,400.0,SPACESHOOTER,182.0
1,400.0,TUK-TUK,28.0
